commit_message,date,lines_added,author,repo,week,year,year_week,commits_per_week,sentiment_score,burnout_label
TYP: deprecate ``timedelta64`` unitless arithmetic,2026-04-04 14:54:23+00:00,86,jorenham,numpy/numpy,14,2026,2026-14,14,0.0,Low Burnout
TYP: ``dot`` shape-typing,2026-04-04 10:38:50+00:00,91,jorenham,numpy/numpy,14,2026,2026-14,14,0.0,Low Burnout
"Merge pull request #31139 from andyfaff/ci

CI: pin pkgconf",2026-04-04 05:34:54+00:00,2,Andrew Nelson,numpy/numpy,14,2026,2026-14,6,0.0,Low Burnout
CI: pin pkgconf,2026-04-04 05:17:36+00:00,2,Andrew Nelson,numpy/numpy,14,2026,2026-14,6,0.0,Low Burnout
MAINT: Replace %-formatting with f-strings in remaining modules (UP031),2026-04-04 03:10:01+00:00,66,Noxaster,numpy/numpy,14,2026,2026-14,2,0.0,High Burnout
"Merge pull request #31136 from jorenham/typing/fromiter-fix

TYP: revert ``fromiter`` narrowed input type",2026-04-03 23:05:15+00:00,7,Charles Harris,numpy/numpy,14,2026,2026-14,16,0.0,Low Burnout
"Merge pull request #31135 from jorenham/typing/asarray

TYP: ``asarray`` shape-typing",2026-04-03 23:02:25+00:00,228,Charles Harris,numpy/numpy,14,2026,2026-14,16,0.0,Low Burnout
TYP: revert ``fromiter`` narrowed input type,2026-04-03 21:10:43+00:00,7,jorenham,numpy/numpy,14,2026,2026-14,14,0.0,Low Burnout
TYP: ``ascontiguousarray`` and ``asfortranarray`` preliminary shape-typing,2026-04-03 20:59:50+00:00,34,jorenham,numpy/numpy,14,2026,2026-14,14,0.0,Low Burnout
TYP: ``asarray`` shape-typing,2026-04-03 20:53:47+00:00,196,jorenham,numpy/numpy,14,2026,2026-14,14,0.0,Low Burnout
"Merge pull request #31134 from jorenham/typing/fromiter

TYP: ``fromiter`` shape-typing and more dtype overloads",2026-04-03 20:57:45+00:00,61,Charles Harris,numpy/numpy,14,2026,2026-14,16,0.0,Low Burnout
"Merge pull request #31133 from jorenham/typing/inner

TYP: ``inner`` shape-typing and transparent dtypes",2026-04-03 20:56:26+00:00,131,Charles Harris,numpy/numpy,14,2026,2026-14,16,0.0,Low Burnout
"Merge pull request #31095 from jorenham/typing/deprecate-unitless-timedelta64-construction

TYP: deprecate unitless ``timedelta64`` construction",2026-04-03 20:55:03+00:00,55,Charles Harris,numpy/numpy,14,2026,2026-14,16,0.0,Low Burnout
TYP: ``fromiter`` shape-typing and more dtype overloads,2026-04-03 20:20:05+00:00,61,jorenham,numpy/numpy,14,2026,2026-14,14,0.0,Low Burnout
TYP: sync ``inner`` with ``ma.inner``,2026-04-03 19:47:35+00:00,36,jorenham,numpy/numpy,14,2026,2026-14,14,0.0,Low Burnout
Merge pull request #31132 from numpy/dependabot/pip/requirements/ruff-0.15.8,2026-04-03 19:48:04+00:00,1,Joren Hammudoglu,numpy/numpy,14,2026,2026-14,9,0.0,Low Burnout
TYP: ``inner`` shape-typing and transparent dtypes,2026-04-03 19:42:15+00:00,95,jorenham,numpy/numpy,14,2026,2026-14,14,0.0,Low Burnout
Merge pull request #31131 from numpy/dependabot/github_actions/github/codeql-action-4.35.1,2026-04-03 18:44:27+00:00,4,Joren Hammudoglu,numpy/numpy,14,2026,2026-14,9,0.0,Low Burnout
"MAINT: Bump ruff from 0.15.7 to 0.15.8 in /requirements

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.15.7 to 0.15.8.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/0.15.7...0.15.8)

---
updated-dependencies:
- dependency-name: ruff
  dependency-version: 0.15.8
  dependency-type: direct:production
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",2026-04-03 17:55:31+00:00,1,dependabot[bot],numpy/numpy,14,2026,2026-14,4,0.0,Low Burnout
"MAINT: Bump github/codeql-action from 4.32.6 to 4.35.1

Bumps [github/codeql-action](https://github.com/github/codeql-action) from 4.32.6 to 4.35.1.
- [Release notes](https://github.com/github/codeql-action/releases)
- [Changelog](https://github.com/github/codeql-action/blob/main/CHANGELOG.md)
- [Commits](https://github.com/github/codeql-action/compare/0d579ffd059c29b07949a3cce3983f0780820c98...c10b8064de6f491fea524254123dbe5e09572f13)

---
updated-dependencies:
- dependency-name: github/codeql-action
  dependency-version: 4.35.1
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",2026-04-03 17:55:06+00:00,4,dependabot[bot],numpy/numpy,14,2026,2026-14,4,0.0,Low Burnout
"Merge pull request #31123 from jorenham/typing/clip-around-shapetyping

TYP: ``clip`` and ``[a]round`` shape-typing",2026-04-03 13:57:41+00:00,9,Charles Harris,numpy/numpy,14,2026,2026-14,16,0.0,Low Burnout
TYP: ``clip`` and ``[a]round`` shape-typing,2026-04-02 21:27:25+00:00,9,jorenham,numpy/numpy,14,2026,2026-14,14,0.0,Low Burnout
"Merge pull request #31124 from jorenham/typing/transpose-shapetyping

TYP: ``transpose`` and ``matrix_transpose`` shape-typing",2026-04-03 01:19:56+00:00,14,Charles Harris,numpy/numpy,14,2026,2026-14,16,0.0,Low Burnout
"Merge pull request #31125 from jorenham/typing/sort-shapetyping

TYP: ``sort`` and ``argsort`` shape-typing",2026-04-03 01:18:56+00:00,77,Charles Harris,numpy/numpy,14,2026,2026-14,16,0.0,Low Burnout
TYP: ``sort`` and ``argsort`` shape-typing,2026-04-02 22:20:49+00:00,77,jorenham,numpy/numpy,14,2026,2026-14,14,0.0,Low Burnout
TYP: ``transpose`` and ``matrix_transpose`` shape-typing,2026-04-02 21:59:58+00:00,16,jorenham,numpy/numpy,14,2026,2026-14,14,0.0,Low Burnout
"Merge pull request #31120 from jorenham/typing/cumulative-aggregation-shape-typing

TYP: ``cum{sum,prod}`` and ``cumulative_{sum,prod}`` shape-typing",2026-04-02 20:44:14+00:00,209,Charles Harris,numpy/numpy,14,2026,2026-14,16,0.0,Low Burnout
update according to code review,2026-04-02 19:12:09+00:00,4,nakul-krishnakumar,numpy/numpy,14,2026,2026-14,5,0.0,Low Burnout
"Merge pull request #30952 from jeanwsr/f2py-doc-win

DOC: f2py: update info about conda compilers",2026-04-02 15:45:32+00:00,2,Shirong Wang,numpy/numpy,14,2026,2026-14,1,0.0,High Burnout
"BUG: avoid precision loss when printing user-defined floating dtypes (#30798)

Uses `str()` as a default for formatting user dtypes for whch the `dtype.type`'s module isn't `numpy`.  The NumPy variable-width string dtype is specifically checked to avoid it (as it's `__module__` is also not `numpy` exactly.)

Co-authored-by: Sebastian Berg <sebastianb@nvidia.com>",2026-04-02 14:53:02+00:00,40,Shreya Ghorui,numpy/numpy,14,2026,2026-14,1,-0.6908,High Burnout
"CI/BUG: add native jobs for s390x, fix bug in `pack_inner` (#30819)",2026-04-02 13:40:22+00:00,63,Aleksei Nikiforov,numpy/numpy,14,2026,2026-14,1,0.0,High Burnout
"TYP: ``cum{sum,prod}`` and ``cumulative_{sum,prod}`` shape-typing",2026-04-02 08:55:31+00:00,209,jorenham,numpy/numpy,14,2026,2026-14,14,0.0,Low Burnout
DOC: Update valnd docstrings and math formatting based on review,2026-04-02 08:53:53+00:00,24,Rishabh Dewangan,numpy/numpy,14,2026,2026-14,1,0.0,High Burnout
Merge pull request #31115 from numpy/dependabot/pip/requirements/pyrefly-0.58.0,2026-04-02 08:17:37+00:00,1,Joren Hammudoglu,numpy/numpy,14,2026,2026-14,9,0.0,Low Burnout
MAINT: Fix ruff linting errors for line length and escape sequences,2026-02-24 19:13:16+00:00,54,Rishabh Dewangan,numpy/numpy,9,2026,2026-09,4,-0.1779,Low Burnout
DOC: Add release note for polyvalnd feature,2026-02-24 08:07:22+00:00,5,Rishabh Dewangan,numpy/numpy,9,2026,2026-09,4,0.0,Low Burnout
ENH: Add N-D evaluation (valnd) to polynomial sibling classes,2026-02-24 08:04:47+00:00,361,Rishabh Dewangan,numpy/numpy,9,2026,2026-09,4,0.0,Low Burnout
ENH: Add polyvalnd to base polynomial module,2026-02-23 20:54:41+00:00,119,Rishabh Dewangan,numpy/numpy,9,2026,2026-09,4,0.0,Low Burnout
"Merge pull request #31101 from charris/ignore-ai-files

MAINT: Gitignore personal AI config files.",2026-04-02 07:41:25+00:00,67,Ralf Gommers,numpy/numpy,14,2026,2026-14,1,0.0,High Burnout
revert: MAINT: Enable ruff linting in test_linalg.py,2026-04-02 06:05:46+00:00,14,nakul-krishnakumar,numpy/numpy,14,2026,2026-14,5,0.0,Low Burnout
"Revert ""MAINT: Enable linting with ruff E501""

This reverts commit 901a3dc333167bb4e874787676204288eb97afc9.",2026-04-02 05:53:42+00:00,9,nakul-krishnakumar,numpy/numpy,14,2026,2026-14,5,0.296,Low Burnout
"MAINT: Gitignore personal AI config files.

This only covers cursor and claude, copilot has other options.

Grok (xAI) generated the list of files to ignore.

[skip azp] [skip cirrus] [skip actions]",2026-03-29 21:04:49+00:00,67,Charles Harris,numpy/numpy,13,2026,2026-13,6,-0.3612,Low Burnout
"MAINT: Bump pyrefly from 0.57.1 to 0.58.0 in /requirements

Bumps [pyrefly](https://github.com/facebook/pyrefly) from 0.57.1 to 0.58.0.
- [Release notes](https://github.com/facebook/pyrefly/releases)
- [Commits](https://github.com/facebook/pyrefly/compare/0.57.1...0.58.0)

---
updated-dependencies:
- dependency-name: pyrefly
  dependency-version: 0.58.0
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",2026-04-01 22:47:46+00:00,1,dependabot[bot],numpy/numpy,14,2026,2026-14,4,0.0,Low Burnout
MAINT: Enable linting with ruff E501,2026-04-01 20:47:25+00:00,10,nakul-krishnakumar,numpy/numpy,14,2026,2026-14,5,0.0,Low Burnout
MAINT: Enable linting with ruff E501,2026-04-01 20:28:27+00:00,65,nakul-krishnakumar,numpy/numpy,14,2026,2026-14,5,0.0,Low Burnout
Merge pull request #30790 from Noxaster/fix-numpy/_core-UP031,2026-04-01 18:18:23+00:00,89,Joren Hammudoglu,numpy/numpy,14,2026,2026-14,9,0.0,Low Burnout
"Merge pull request #31110 from ngoldbaum/fix-datetime-to-string-overflow

BUG: fix heap buffer overflow in timedelta to string casts",2026-04-01 15:05:46+00:00,7,Charles Harris,numpy/numpy,14,2026,2026-14,16,0.0,Low Burnout
"Merge pull request #31047 from Anarion-zuo/aaronzuo/f2py-fix-complex-long-double-dtype

BUG: f2py map complex_long_double to NPY_CLONGDOUBLE",2026-04-01 14:11:43+00:00,11,Rohit Goswami,numpy/numpy,14,2026,2026-14,1,0.0,High Burnout
Merge branch 'main' into fix-numpy/_core-UP031,2026-04-01 03:36:59+00:00,5889,Noxaster,numpy/numpy,14,2026,2026-14,2,0.0,High Burnout
BUG: fix heap buffer overflow in timedelta to string casts,2026-03-31 21:23:08+00:00,7,Nathan Goldbaum,numpy/numpy,14,2026,2026-14,1,0.0,High Burnout
"Merge pull request #31076 from DimitriPapadopoulos/typos

MAINT: Fix typos",2026-03-31 00:13:01+00:00,80,Charles Harris,numpy/numpy,14,2026,2026-14,16,0.0,Low Burnout
"Merge pull request #31106 from numpy/dependabot/pip/requirements/pytest-cov-7.1.0

MAINT: Bump pytest-cov from 7.0.0 to 7.1.0 in /requirements",2026-03-30 20:31:49+00:00,1,Charles Harris,numpy/numpy,14,2026,2026-14,16,0.0,Low Burnout
"MAINT: Bump pytest-cov from 7.0.0 to 7.1.0 in /requirements

Bumps [pytest-cov](https://github.com/pytest-dev/pytest-cov) from 7.0.0 to 7.1.0.
- [Changelog](https://github.com/pytest-dev/pytest-cov/blob/master/CHANGELOG.rst)
- [Commits](https://github.com/pytest-dev/pytest-cov/compare/v7.0.0...v7.1.0)

---
updated-dependencies:
- dependency-name: pytest-cov
  dependency-version: 7.1.0
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",2026-03-30 19:22:07+00:00,1,dependabot[bot],numpy/numpy,14,2026,2026-14,4,0.0,Low Burnout
"Merge pull request #31105 from WarrenWeckesser/f2py-re-maxcache

MAINT: f2py: Stop setting re._MAXCACHE to 50.",2026-03-30 18:06:35+00:00,0,Matti Picus,numpy/numpy,14,2026,2026-14,1,-0.296,High Burnout
"MAINT: f2py: Stop setting re._MAXCACHE to 50.

The value has been set to 50 for more than 20 years.  Computers
generally have much more memory now than they did 20 years ago,
so we should be able to let `re` use the default.

Closes gh-31104.",2026-03-30 16:54:15+00:00,0,Warren Weckesser,numpy/numpy,14,2026,2026-14,1,0.0516,High Burnout
"fix dir structure

Signed-off-by: aaronzuo <anarionzuo@outlook.com>",2026-03-30 13:56:50+00:00,0,aaronzuo,numpy/numpy,14,2026,2026-14,1,0.0,High Burnout
"Merge pull request #31094 from charris/post-2.4.4-release-update

MAINT: Update main after 2.4.4 release.",2026-03-29 19:54:34+00:00,71,Matti Picus,numpy/numpy,13,2026,2026-13,2,0.0,High Burnout
TYP: deprecate unitless ``timedelta64`` construction,2026-03-29 16:51:55+00:00,55,jorenham,numpy/numpy,13,2026,2026-13,1,0.0,High Burnout
"MAINT: Update main after 2.4.4 release.

- Forward port 2.4.4-notes.rst
- Forward port 2.4.4-changelog.rst
- Update release.rst

[skip azp] [skip cirrus] [skip actions]",2026-03-29 15:01:01+00:00,71,Charles Harris,numpy/numpy,13,2026,2026-13,6,0.0,Low Burnout
"DEP: Deprecate 'generic' unit in np.timedelta64 (#29619)

This PR deprecates the generic unit in np.timedelta64. Using this unit can lead to unexpected behavior in some cases. Using generic unit now raises a `DeprecationWarning`.

This also affects some integer/float and timedelta mixing code paths (although that could be changed).

Co-authored-by: Sebastian Berg <sebastianb@nvidia.com>",2026-03-29 10:37:03+00:00,453,riku-sakamoto,numpy/numpy,13,2026,2026-13,1,0.0,High Burnout
ENH: Improve performance of ufuncs using NPY_METH_NO_FLOATINGPOINT_ERRORS (#30987),2026-03-29 09:49:18+00:00,64,Pieter Eendebak,numpy/numpy,13,2026,2026-13,1,0.4404,High Burnout
"ENH: Add internal real/imag ufuncs, use for attributes and refine object dtype (#30984)

Restructure real/imag attributes to use an `ArrayMethod` that can be registered similar to other ufuncs and sorting functions.

Object dtype is changed here to use `getattr(element, ""real"", element)` and `getattr(element, ""imag"", 0)` as a step in a more reliable direction. The returned array is marked as read-only to prevent trying to modify `.real/.imag` results directly.

(If the object changes are problematic, they can be modified again. The main reason for this is also to allow user DTypes to define this correctly.)",2026-03-29 09:48:00+00:00,754,Sebastian Berg,numpy/numpy,13,2026,2026-13,1,-0.2263,High Burnout
MAINT: numpy.i: Replace deprecated `sprintf` with `snprintf` (#31056),2026-03-28 17:04:08+00:00,10,Denis Prokopenko,numpy/numpy,13,2026,2026-13,1,0.0,High Burnout
Ouch... I had replaced a typo with a different typo!,2026-03-27 10:06:24+00:00,1,Dimitri Papadopoulos,numpy/numpy,13,2026,2026-13,3,0.0,Low Burnout
"Remove reference to distutils

Co-authored-by: Joren Hammudoglu <jhammudoglu@gmail.com>",2026-03-27 10:04:35+00:00,1,Dimitri Papadopoulos Orfanos,numpy/numpy,13,2026,2026-13,1,0.0,High Burnout
"MAINT: Bump pyrefly from 0.57.0 to 0.57.1 in /requirements (#31078)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",2026-03-26 19:26:26+00:00,1,dependabot[bot],numpy/numpy,13,2026,2026-13,4,0.0,Low Burnout
TST: fix POWER VSX feature mapping (#30801),2026-03-26 17:29:55+00:00,33,Harshith J,numpy/numpy,13,2026,2026-13,1,0.0,High Burnout
MAINT: Fix typos in NEPs,2026-03-26 15:15:54+00:00,5,Dimitri Papadopoulos,numpy/numpy,13,2026,2026-13,3,0.0,Low Burnout
MAINT: Fix typos,2026-03-26 15:15:54+00:00,75,Dimitri Papadopoulos,numpy/numpy,13,2026,2026-13,3,0.0,Low Burnout
"ENH: make bound array method immortal to reduce reference counting contention (#31004)

Co-authored-by: Nathan Goldbaum <nathan.goldbaum@gmail.com>",2026-03-26 15:43:10+00:00,8,Kumar Aditya,numpy/numpy,13,2026,2026-13,2,0.25,High Burnout
DOC: Small darkmode theme fixes (#31028),2026-03-26 09:14:20+00:00,10,Neofelis,numpy/numpy,13,2026,2026-13,1,0.0,High Burnout
"MAINT,BUG: refactor ``PyArray_DescrFromScalar`` for parametric support (#31067)

Co-authored-by: Maarten Baert <maarten.baert@keysight.com>",2026-03-26 09:08:31+00:00,38,Maarten Baert,numpy/numpy,13,2026,2026-13,1,0.4019,High Burnout
Merge pull request #31072 from numpy/dependabot/github_actions/actions/cache-5.0.4,2026-03-25 21:20:03+00:00,4,Joren Hammudoglu,numpy/numpy,13,2026,2026-13,2,0.0,High Burnout
"MAINT: Bump actions/cache from 5.0.3 to 5.0.4

Bumps [actions/cache](https://github.com/actions/cache) from 5.0.3 to 5.0.4.
- [Release notes](https://github.com/actions/cache/releases)
- [Changelog](https://github.com/actions/cache/blob/main/RELEASES.md)
- [Commits](https://github.com/actions/cache/compare/cdf6c1fa76f9f475f3d7449005a359c84ca0f306...668228422ae6a00e4ad889ee87cd7109ec5666a7)

---
updated-dependencies:
- dependency-name: actions/cache
  dependency-version: 5.0.4
  dependency-type: direct:production
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",2026-03-25 17:55:22+00:00,4,dependabot[bot],numpy/numpy,13,2026,2026-13,4,0.0,Low Burnout
"BUG: Raise BufferError instead of RuntimeError in from_dlpack (#31000)

Co-authored-by: joshuaswanson <joshuaswanson@users.noreply.github.com>",2026-03-25 12:39:53+00:00,12,Joshua Swanson,numpy/numpy,13,2026,2026-13,1,0.0,High Burnout
"ENH: TSan pixi package definitions (#30510)

Co-authored-by: Guido Imperiale <crusaderky@gmail.com>",2026-03-24 20:12:25+00:00,313,Nathan Goldbaum,numpy/numpy,13,2026,2026-13,2,0.0,High Burnout
"BUG: np.take out dtype (#30615)

This PR addresses the issue in np.take where an error was raised when input and output dtypes were different during casting.

Key changes:

    Allows 'same-kind' casting to proceed in np.take.
    Emits a DeprecationWarning for other casting types to maintain backward compatibility while signaling future changes.

This is my first contribution to NumPy, so I'm opening this as a draft to ensure the implementation and formatting align with the project's standards. I'd appreciate any feedback on the code or the CI results.

Co-authored-by: Sebastian Berg <sebastianb@nvidia.com>",2026-03-24 16:25:24+00:00,58,Yoshimura,numpy/numpy,13,2026,2026-13,1,0.3818,High Burnout
"ENH: add getters for accessing struct fields in cython (#30994)

This PR adds getters for accessing struct fields in cython. In future these would call an ABI function to get the actual fields struct on opaque PyObject builds.

Co-authored-by: Nathan Goldbaum <nathan.goldbaum@gmail.com>",2026-03-24 13:41:06+00:00,160,Kumar Aditya,numpy/numpy,13,2026,2026-13,2,0.0,High Burnout
"Merge pull request #31065 from antareepsarkar/place

DOC: replace name in doc for numpy.place",2026-03-24 11:53:51+00:00,3,Matti Picus,numpy/numpy,13,2026,2026-13,2,0.0,High Burnout
DOC: replace name in doc for numpy.place,2026-03-24 10:35:09+00:00,3,Antareep Sarkar,numpy/numpy,13,2026,2026-13,1,0.0,High Burnout
Merge pull request #31059 from charris/fix-typo-in-test,2026-03-24 08:17:29+00:00,1,Joren Hammudoglu,numpy/numpy,13,2026,2026-13,2,0.0,High Burnout
"MAINT: Fix typo in test_multiarray.py

AsseritonError -> AssertionError.",2026-03-24 01:58:18+00:00,1,Charles Harris,numpy/numpy,13,2026,2026-13,6,0.0,Low Burnout
"Merge pull request #31021 from ngoldbaum/resize-refcheck-fix

DOC: document caveats of ndarray.resize on 3.14 and newer",2026-03-24 00:10:58+00:00,119,Charles Harris,numpy/numpy,13,2026,2026-13,6,0.0,Low Burnout
